Chapter,Section,Sub-Section,Block,Paragraph,Classifications,Compliance,CID,ControlText
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Agency owned mobile device storage encryption",21.1.13.C.03.,"All Classifications",Should,4485,"Agencies unable to lower the storage and physical transfer requirements of a mobile device to an unclassified level through the use of encryption SHOULD physically store or transfer the device as a classified asset in accordance with the relevant handling instructions."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Agency owned mobile device storage encryption",21.1.13.C.04.,"All Classifications",Should,4486,"Agencies SHOULD encrypt classified information on all mobile devices using an Approved Cryptographic Algorithm."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Agency owned mobile device storage encryption",21.1.13.C.05.,"All Classifications",Should,4487,"Pool or shared devices SHOULD be reissued with unique passwords, passphrases, PINs or other access codes for each separate issue or deployment."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Mobile device communications encryption",21.1.14.R.01.,,,,
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Mobile device communications encryption",21.1.14.R.02.,,,,
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Mobile device communications encryption",21.1.14.R.03.,,,,
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Mobile device communications encryption",21.1.14.C.01.,"Secret, Confidential, Top Secret, Restricted/Sensitive",Must,4492,"Agencies MUST use encryption on mobile devices communicating over public infrastructure, the Internet or non-agency controlled networks."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Mobile device communications encryption",21.1.14.C.02.,"All Classifications",Should,4493,"Agencies SHOULD use encryption for Official Information or any classified information on mobile devices communicating over public infrastructure, the Internet or non-agency controlled networks."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Mobile device privacy filters",21.1.15.R.01.,,,,
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Mobile device privacy filters",21.1.15.C.01.,"All Classifications",Should,4496,"Agencies SHOULD apply privacy filters to the screens of mobile devices."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Disabling Bluetooth functionality",21.1.16.R.01.,,,,
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Disabling Bluetooth functionality",21.1.16.C.01.,"Secret, Top Secret, Confidential","Must Not",4499,"Agencies MUST NOT enable Bluetooth functionality on mobile devices."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Disabling Bluetooth functionality",21.1.16.C.02.,"All Classifications","Should Not",4500,"Agencies SHOULD NOT enable Bluetooth functionality on mobile devices."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Configuration control",21.1.17.R.01.,,,,
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Configuration control",21.1.17.C.01.,"All Classifications","Must Not",4503,"Agency personnel MUST NOT disable security functions or security configurations on a mobile device once provisioned."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Configuration control",21.1.17.C.02.,"All Classifications",Should,4504,"Agencies SHOULD control the configuration of mobile devices in the same manner as devices in the agency’s office environment."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Configuration control",21.1.17.C.03.,"All Classifications",Should,4505,"Agencies SHOULD prevent personnel from installing unauthorised applications on a mobile device once provisioned."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Maintaining mobile device security",21.1.18.R.01.,,,,
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Maintaining mobile device security",21.1.18.C.01.,"All Classifications",Should,4508,"Agencies SHOULD ensure that mobile devices have security updates applied on a regular basis and are tested to ensure that the mobile devices are still secure."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Maintaining mobile device security",21.1.18.C.02.,"All Classifications",Should,4509,"Agencies SHOULD conduct policy checks as mobile devices connect to agency systems."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Connecting mobile devices to the Internet",21.1.19.R.01.,,,,
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Connecting mobile devices to the Internet",21.1.19.R.02.,,,,
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Connecting mobile devices to the Internet",21.1.19.C.01.,"All Classifications",Must,4513,"Agencies MUST disable split tunnelling when using a VPN connection from a mobile device to connect to an agency network."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Connecting mobile devices to the Internet",21.1.19.C.02.,"Secret, Confidential, Top Secret","Should Not",4514,"Agencies SHOULD NOT allow mobile devices to connect to the Internet except when temporarily connecting to facilitate the establishment of a VPN connection to an agency network."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Emergency destruction",21.1.20.R.01.,,,,
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Emergency destruction",21.1.20.R.02.,,,,
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Emergency destruction",21.1.20.C.01.,"All Classifications",Must,4519,"Agencies MUST develop an emergency destruction plan for mobile devices."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Emergency destruction",21.1.20.C.02.,"All Classifications",Must,4520,"If a cryptographic zeroise or sanitise function is provided for cryptographic keys on a mobile device it MUST be used as part of the emergency destruction procedures."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Emergency destruction",21.1.20.C.03.,"All Classifications",Should,4521,"Agencies SHOULD ensure personnel are trained in emergency destruction procedures and are familiar with the emergency destruction plan."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls",Labelling,21.1.21.R.01.,,,,
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls",Labelling,21.1.21.C.01.,"All Classifications",Should,4524,"Agencies SHOULD use soft labelling for mobile devices when appropriate to reduce their attractiveness value."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Unauthorised use of mobile devices",21.1.22.R.01.,,,,
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Unauthorised use of mobile devices",21.1.22.R.02.,,,,
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Unauthorised use of mobile devices",21.1.22.C.01.,"All Classifications",Should,4530,"Agencies SHOULD develop a policy to manage the non-business or personal use of an agency owned device."
"21. Distributed Working","21.1. Agency-owned Mobile Devices","Rationale & Controls","Unauthorised use of mobile devices",21.1.22.C.02.,"All Classifications","Should Not",4531,"Mobile devices SHOULD NOT be used other than by personnel specifically authorised by the agency."
"21. Distributed Working","21.2. Working Outside the Office",Objective,,21.2.1.,,,,
"21. Distributed Working","21.2. Working Outside the Office",Context,Scope,21.2.2.,,,,
"21. Distributed Working","21.2. Working Outside the Office",Context,Scope,21.2.3.,,,,
"21. Distributed Working","21.2. Working Outside the Office","Rationale & Controls","Working outside the office",21.2.4.R.01.,,,,
"21. Distributed Working","21.2. Working Outside the Office","Rationale & Controls","Working outside the office",21.2.4.C.01.,"All Classifications","Must Not",4541,"Agencies MUST NOT allow personnel to access or communicate classified information on mobile devices outside of secure areas unless there is a reduced chance of being overheard and having the screen of the device observed."
"21. Distributed Working","21.2. Working Outside the Office","Rationale & Controls","Working outside the office",21.2.4.C.02.,"All Classifications","Should Not",4542,"Agencies allowing personnel to access or communicate classified information outside of the office SHOULD NOT allow personnel to do so in public locations (e.g. public transport, transit lounges, hotel lobbies and coffee shops)."
"21. Distributed Working","21.2. Working Outside the Office","Rationale & Controls","Carrying mobile devices",21.2.5.R.01.,,,,
"21. Distributed Working","21.2. Working Outside the Office","Rationale & Controls","Carrying mobile devices",21.2.5.R.02.,,,,
"21. Distributed Working","21.2. Working Outside the Office","Rationale & Controls","Carrying mobile devices",21.2.5.C.01.,"All Classifications",Must,4546,"Agencies MUST ensure mobile devices are carried in a secured state when not being actively used, by:

power off; or
power on but pass code enabled."
"21. Distributed Working","21.2. Working Outside the Office","Rationale & Controls","Using mobile devices",21.2.6.R.01.,,,,
"21. Distributed Working","21.2. Working Outside the Office","Rationale & Controls","Using mobile devices",21.2.6.C.01.,"All Classifications",Must,4550,"When in use mobile devices MUST be kept under continual direct supervision."
"21. Distributed Working","21.2. Working Outside the Office","Rationale & Controls","Travelling with mobile devices",21.2.7.R.01.,,,,
"21. Distributed Working","21.2. Working Outside the Office","Rationale & Controls","Travelling with mobile devices",21.2.7.C.01.,"All Classifications",Must,4554,"When travelling with mobile devices and media, personnel MUST retain control over them at all times including by not placing them in checked-in luggage or leaving them unattended."
"21. Distributed Working","21.2. Working Outside the Office","Rationale & Controls","Travelling with mobile devices",21.2.7.C.02.,"All Classifications",Must,4555,"Travelling personnel requested to decrypt mobile devices for inspection or from whom mobile devices are taken out of sight by border control MUST report the potential compromise of classified information or the device to an ITSM as soon as possible."
"21. Distributed Working","21.3. Working From Home",Objective,,21.3.1.,,,,
"21. Distributed Working","21.3. Working From Home",Context,Scope,21.3.2.,,,,
"21. Distributed Working","21.3. Working From Home",Context,"The use of workstations instead of mobile devices",21.3.3.,,,,
"21. Distributed Working","21.3. Working From Home",Context,"The use of workstations instead of mobile devices",21.3.4.,,,,
"21. Distributed Working","21.3. Working From Home","Rationale & Controls","Storage requirements",21.3.5.R.01.,,,,
"21. Distributed Working","21.3. Working From Home","Rationale & Controls","Storage requirements",21.3.5.R.02.,,,,
"21. Distributed Working","21.3. Working From Home","Rationale & Controls","Storage requirements",21.3.5.C.01.,"All Classifications",Must,4571,"Agencies MUST ensure that when mobile devices are not being actively used they are secured in accordance with the minimum physical security requirements as stated in the PSR."
"21. Distributed Working","21.3. Working From Home","Rationale & Controls","Processing requirements",21.3.6.R.01.,,,,
"21. Distributed Working","21.3. Working From Home","Rationale & Controls","Processing requirements",21.3.6.R.02.,,,,
"21. Distributed Working","21.3. Working From Home","Rationale & Controls","Processing requirements",21.3.6.C.01.,"All Classifications",Must,4575,"Agencies MUST ensure that the area within which mobile devices are used meets the minimum physical security requirements as stated in the PSR."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)",Objective,,21.4.1.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)",Context,Scope,21.4.2.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)",Context,Scope,21.4.3.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)",Context,Scope,21.4.4.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)",Context,Scope,21.4.5.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)",References,,21.4.6.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Risk Assessment",21.4.7.R.01.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Risk Assessment",21.4.7.C.01.,"All Classifications",Must,4597,"Agencies MUST undertake a risk assessment and implement appropriate controls BEFORE implementing a BYOD Policy and permitting the use of BYOD."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Risk Assessment",21.4.7.C.02.,"All Classifications",Must,4598,"Agencies MUST take an integrated approach to BYOD security, covering policy, training, support, systems architecture, security, systems management, change management, incident detection & management and business continuity."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Applicability and Usage",21.4.8.R.01.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Applicability and Usage",21.4.8.C.01.,"All Classifications",Must,4623,"BYOD MUST only be permitted for agency information systems up to and including RESTRICTED."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Applicability and Usage",21.4.8.C.02.,"Confidential, Top Secret, Secret","Must Not",4624,"BYOD MUST NOT be used for CONFIDENTIAL, SECRET or TOP SECRET systems."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Technical Controls",21.4.9.R.01.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Technical Controls",21.4.9.C.01.,"All Classifications","Must Not",4627,"Devices that have been “jail-broken”, “rooted” or have settings violations MUST NOT be used for any agency business or be allowed to connect to any agency systems UNLESS this been specifically authorised."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.R.01.,"All Classifications",,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.01.,"All Classifications",Must,4630,"Agencies may identify additional policy provisions and controls that are required, based on their assessment of risk.  Agencies MUST implement the additional controls and protocols before implementing BYOD."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.02.,"All Classifications",Must,4631,"Agencies MUST implement a BYOD acceptable use policy, agreed and signed by each person using a BYOD device."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.03.,"All Classifications",Must,4632,"The agency’s policy MUST clearly establish eligibility of personnel for participation in the agency BYOD scheme."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.04.,"All Classifications",Must,4633,"Personnel MUST have written authorisation (usually managerial approval) before a connection is enabled (on-boarding)."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.05.,"All Classifications",Must,4634,"Written authorisation MUST include the nature and extent of agency access approved, considering:

time, day of the week;
location; and
local or roaming access."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.06.,"All Classifications",Must,4635,"Procedures MUST be established for removal of agency installed software and any agency data when the user no longer has a need to use BYOD, is redeployed or ceases employment (off-boarding)."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.07.,"All Classifications",Must,4637,"Standard Operating Procedures for the agency’s BYOD network MUST be established."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.08.,"All Classifications",Must,4638,"Provision MUST be made for contractors and other authorised non-employees.  It is at the agency’s discretion whether this activity is permitted.  The risk assessment MUST reflect this factor."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.09.,"All Classifications",Must,4639,"Ownership of data on BYOD devices MUST be clearly articulated and agreed."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.10.,"All Classifications",Must,4643,"Agency policies MUST clearly articulate the separation between corporate support and where individuals are responsible for the maintenance and support of their own devices."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.11.,"All Classifications",Must,4644,"Agency policies MUST clearly articulate the acceptable use of any GPS or other tracking capability."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.12.,"All Classifications",Must,4645,"Individual responsibility for the cost of any BYOD device and its accessories MUST be agreed."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.13.,"All Classifications",Must,4646,"Individual responsibility for replacement in the event of loss or theft MUST be agreed."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.14.,"All Classifications",Must,4647,"Individuals MUST be responsible for the installation and maintenance of any mandated BYOD-based firewalls and anti-malware software and for implementing operating system updates and patches on their device."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.15.,"All Classifications",Must,4648,"The procedures for purchasing and installing business related applications on the mobile devices MUST be specified and agreed."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Policy",21.4.10.C.16.,"All Classifications",Must,4650,"The responsibility for payment of voice and data plans and roaming charges MUST be specified and agreed."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.R.01.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.R.02.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.R.03.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.01.,"All Classifications",Must,4655,"A security architectural review MUST be undertaken by the agency before allowing BYOD devices to connect to agency systems."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.02.,"All Classifications",Must,4656,"The BYOD network segment MUST be segregated from other elements of the agency’s network."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.03.,"All Classifications",Must,4657,"Agencies MUST architecturally separate guest and public facing networks from BYOD networks."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.04.,"All Classifications",Must,4658,"Network configuration policies and authentication mechanisms MUST allow access to agency resources ONLY through the BYOD network segment."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.05.,"All Classifications",Must,4659,"Access to internal resources and servers MUST be carefully managed and confined to only those services for which there is a defined and properly authorised business requirement."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.06.,"All Classifications",Must,4660,"Wireless access points used for access to agency networks MUST be implemented and secured in accordance with the directions in this manual (See Section 18.2 – Wireless Local Area Networks)."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.07.,"All Classifications",Must,4661,"Bluetooth on BYOD devices MUST be disabled while within designated secure areas on agency premises."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.08.,"All Classifications",Must,4662,"Access Controls MUST be implemented in accordance with Chapter 16 – Access Control."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.09.,"All Classifications",Must,4663,"Agencies MUST maintain a list of permitted operating systems, including operating system version numbers, for BYOD devices."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.10.,"All Classifications",Must,4664,"Agencies MUST check each BYOD device for malware and sanitise the device appropriately before installing agency software or operating environments."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.11.,"All Classifications",Must,4665,"Agencies MUST check each BYOD device for malware and sanitise the device appropriately before permitting access to agency data."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.12.,"All Classifications",Must,4666,"BYOD MUST have a Mobile Device Management (MDM) solution implemented with a minimum of the following enabled:

The MDM is enabled to “wipe” devices of any agency data if lost or stolen;
If the MDM cannot discriminate between agency and personal data, all data, including personal data, is deleted if the device is lost or stolen;
The MDM is capable of remotely applying agency security configurations for BYOD devices;
Mobile device security configurations are validated (health check) by the MDM before a device is permitted to connect to the agency’s systems;
“Jail-broken”, “rooted” or settings violations MUST be detected and isolated; 
“Jail-broken” devices are NOT permitted to access agency resources; 
Access to agency resources is limited until both the device and user is fully compliant with policy and SOPs;
Auditing and logging is enabled; and
Changes of Subscriber Identity Module (SIM) card are monitored to allow remote blocking and wiping in the event of theft or compromise."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.13.,"All Classifications",Must,4667,"Intrusion detection systems MUST be implemented."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.14.,"All Classifications",Must,4668,"Continuous monitoring MUST be established to detect actual or potential security compromises or incidents from BYOD devices.  Refer also to Chapter 6 - Information Security Monitoring."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.15.,"All Classifications",Must,4669,"Agencies MUST maintain a list of approved cloud applications that may be used on BYOD devices."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.16.,"All Classifications",Must,4670,"Agencies MUST block the use of unapproved cloud applications for processing any agency or organisational data."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.17.,"All Classifications","Must Not",4671,"BYOD devices MUST NOT be permitted direct connection to internal hosts, including all other devices on the local network."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.18.,"All Classifications","Must Not",4672,"BYOD devices connecting to guest and public facing networks MUST NOT be permitted access to the corporate network other than through a VPN over the Internet."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.19.,"All Classifications",Should,4674,"Bluetooth on BYOD devices SHOULD be disabled while within agency premises and while accessing agency systems and data."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Infrastructure and System Controls",21.4.11.C.20.,"All Classifications",Should,4675,"BYOD devices and systems SHOULD use Multi-factor (at least two-factor) authentication to connect to agency systems and prior to being permitted access to agency data."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Wireless IDS / IPS systems",21.4.12.R.01.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Wireless IDS / IPS systems",21.4.12.R.02.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Wireless IDS / IPS systems",21.4.12.C.01.,"All Classifications",Must,4679,"Agencies MUST implement a wireless IDS /IPS on BYOD wireless networks."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Wireless IDS / IPS systems",21.4.12.C.02.,"All Classifications",Must,4680,"Agencies MUST implement rogue AP and wireless “hot spot” detection and implement response procedures where detection occurs."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Wireless IDS / IPS systems",21.4.12.C.03.,"All Classifications",Should,4681,"Agencies SHOULD conduct a baseline survey to identify:

All authorised devices and AP’s; and
Any unauthorised devices and AP’s."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Device Controls",21.4.13.R.01.,,,,
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Device Controls",21.4.13.C.01.,"All Classifications",Must,4684,"Any agency data exchanged with the mobile device MUST be encrypted in transit (See Chapter 17 – Cryptography)."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Device Controls",21.4.13.C.02.,"All Classifications",Must,4685,"Any agency data stored on the device MUST be encrypted (including keys, certificates and other essential session establishment data)."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Device Controls",21.4.13.C.03.,"All Classifications",Must,4686,"The use of virtual containers, sandboxes, wraps or similar mechanisms on the mobile device MUST be established for each authorised session for any organisational data.  These mechanisms MUST be non-persistent and be removed at the end of each session."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Device Controls",21.4.13.C.04.,"All Classifications",Must,4687,"Any sensitive agency data MUST be removed and securely deleted, or encrypted at the end of a session."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Device Controls",21.4.13.C.05.,"All Classifications",Must,4688,"Connections to the agency network MUST be time limited to avoid leaving a session “logged on”."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Device Controls",21.4.13.C.06.,"All Classifications",Must,4689,"Communications between the mobile device and the agency network MUST be established through a Virtual Private Network (VPN)."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Device Controls",21.4.13.C.07.,"All Classifications",Must,4690,"Agencies MUST disable split-tunnelling when using a BYOD device to connect to an agency network (See Section 21.1 – Agency Owned Mobile Devices)."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Device Controls",21.4.13.C.08.,"All Classifications",Must,4691,"Agencies MUST disable the ability for a BYOD device to establish simultaneous connections (e.g. wireless and cellular) when connected to an agency’s network."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Device Controls",21.4.13.C.09.,"All Classifications",Must,4692,"The use of passwords or PINs to unlock the BYOD device MUST be enforced in addition to all other agency authentication mechanisms."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Device Controls",21.4.13.C.10.,"All Classifications",Must,4693,"BYOD device passwords MUST be distinct from any agency access and authentication passwords."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","BYOD Device Controls",21.4.13.C.11.,"All Classifications",Must,4694,"BYOD passwords MUST be distinct from other fixed or mobile agency network passwords (See Section 16.1 – Identification and Authentication for details on password requirements)."
"21. Distributed Working","21.4. Non-Agency Owned Devices and Bring Your Own Device (BYOD)","Rationale & Controls","Additional Controls",21.4.14.R.01.,,,,
